ADULATOR	a person who uses flattery
ADULATORY	obsequiously complimentary
ADULT	a fully developed person from maturity onward
ADULTERANT	any substance that lessens the purity or effectiveness of a substance
ADULTERATE	mixed with impurities
ADULTERATED	mixed with impurities
ADULTERATING	making impure or corrupt by adding extraneous materials
ADULTERATION	being mixed with extraneous material; the product of adulterating
ADULTERER	someone who commits adultery or fornication
ADULTERESS	a woman adulterer
ADULTEROUS	characterized by adultery
ADULTERY	extramarital sex that willfully and maliciously interferes with marriage relations
ADULTHOOD	the period of time in your life after your physical growth has stopped and you are fully developed
ADUMBRATE	describe roughly or briefly or give the main points or summary of
ADUMBRATION	the act of providing vague advance indications; representing beforehand
ADVANCE	being ahead of time or need
ADVANCED	farther along in physical or mental development
ADVANCEMENT	encouragement of the progress or growth or acceptance of something
ADVANCING	moving forward
ADVANTAGE	the quality of having a superior or more favorable position
ADVANTAGEOUS	giving an advantage
ADVANTAGEOUSLY	in a manner affording benefit or advantage
ADVENT	arrival that has been awaited (especially of something momentous)
ADVENTIST	a member of Christian denomination that expects the imminent advent of Christ
ADVENTITIOUS	associated by chance and not an integral part
ADVENTURE	a wild and exciting undertaking (not necessarily lawful)
ADVENTURER	a person who enjoys taking risks
ADVENTURESOME	willing to undertake or seeking out new and daring enterprises
ADVENTURESS	a woman adventurer
ADVENTURISM	recklessness in politics or foreign affairs
ADVENTUROUS	willing to undertake or seeking out new and daring enterprises
ADVENTUROUSNESS	the trait of being adventurous
ADVERB	the word class that qualifies verbs or clauses
ADVERBIAL	a word or group of words function as an adverb
ADVERBIALLY	as an adverb
ADVERSARY	someone who offers opposition
ADVERSE	contrary to your interests or welfare
ADVERSITY	a state of misfortune or affliction
ADVERT	a public promotion of some product or service
ADVERTISE	call attention to
ADVERTISED	called to public attention
ADVERTISEMENT	a public promotion of some product or service
ADVERTISING	a public promotion of some product or service
ADVERTORIAL	an advertisement that is written and presented in the style of an editorial or journalistic report
ADVICE	a proposal for an appropriate course of action
ADVISABILITY	the quality of being advisable
ADVISABLE	worthy of being recommended or suggested; prudent or wise
ADVISE	inform (somebody) of something
ADVISED	having the benefit of careful prior consideration or counsel
ADVISEDLY	with intention; in an intentional manner
ADVISEMENT	careful consideration
ADVISER	an expert who gives advice
ADVISOR	an expert who gives advice
ADVISORY	an announcement that usually advises or warns the public of some threat
ADVOCACY	active support of an idea or cause etc.; especially the act of pleading or arguing for something
ADVOCATE	a person who pleads for a cause or propounds an idea
ADZE	an edge tool used to cut and shape wood
AEGEAN	an arm of the Mediterranean between Greece and Turkey; a main trade route for the ancient civilizations of Crete and Greece and Rome and Persia
AEGIS	kindly endorsement and guidance
AENEAS	a mythical Greek warrior who was a leader on the Trojan side of the Trojan War; hero of the Aeneid
AENEID	an epic in Latin by Virgil; tells the adventures of Aeneas after the Trojan War; provides an illustrious historical background for the Roman Empire
AEOLUS	god of the winds in ancient mythology
AEON	(Gnosticism) a divine power or nature emanating from the Supreme Being and playing various roles in the operation of the universe
AERATE	expose to fresh air
AERATED	(of a liquid) treated by having air passed or bubbled through it for purification
AERATION	the process of exposing to air (so as to purify)
AERATOR	an apparatus for exposing something to the air (as sewage)
AERIAL	a pass to a receiver downfield from the passer
AERIALIST	an acrobat who performs in the air (as on a rope or trapeze)
AERIALLY	by means of aircraft
AERIE	the lofty nest of a bird of prey (such as a hawk or eagle)
AEROBATICS	the performance of stunts while in flight in an aircraft
AEROBIC	depending on free oxygen or air
AEROBICS	exercise that increases the need for oxygen
AERODROME	an airfield equipped with control tower and hangars as well as accommodations for passengers and cargo
AERODYNAMIC	of or relating to aerodynamics
AERODYNAMICS	the branch of mechanics that deals with the motion of gases (especially air) and their effects on bodies in the flow
AEROFOIL	a device that provides reactive force when in motion relative to the surrounding air; can lift or control a plane in flight
AEROGRAM	a letter sent by air mail
AERONAUTIC	of or pertaining to aeronautics
AERONAUTICS	the theory and practice of navigation through air or space
AEROPLANE	an aircraft that has a fixed wing and is powered by propellers or jets
AEROSOL	a cloud of solid or liquid particles in a gas
AEROSPACE	the atmosphere and outer space considered as a whole
AESCHYLUS	Greek tragedian; the father of Greek tragic drama (525-456 BC)
AESCULAPIUS	son of Apollo; a hero and the Roman god of medicine and healing; his daughters were Hygeia and Panacea
AESOP	Greek author of fables (circa 620-560 BC)
AESTHETE	one who professes great sensitivity to the beauty of art and nature
AESTHETIC	(philosophy) a philosophical theory as to what is beautiful
AESTHETICALLY	in a tasteful way
AESTHETICS	(art) the branch of philosophy dealing with beauty and taste (emphasizing the evaluative criteria that are applied to art)
AETIOLOGY	the cause of a disease
AFAR	(old-fashioned) at or from or to a great distance; far
AFFABILITY	a disposition to be friendly and approachable (easy to talk to)
AFFABLE	diffusing warmth and friendliness
AFFABLY	in an affable manner
AFFAIR	a vaguely specified concern
AFFAIRS	matters of personal concern
AFFECT	the conscious subjective aspect of feeling or emotion
AFFECTATION	a deliberate pretense or exaggerated display
AFFECTED	acted upon; influenced
AFFECTINGLY	in a poignant or touching manner
AFFECTION	a positive feeling of liking
AFFECTIONATE	having or displaying warmth or affection
AFFECTIONATELY	with affection
AFFERENT	a nerve that passes impulses from receptors toward or to the central nervous system
AFFIANCE	give to in marriage
AFFIDAVIT	written declaration made under oath; a written statement sworn to be true before someone legally authorized to administer an oath
AFFILIATE	a subordinate or subsidiary associate; a person who is affiliated with another or with an organization
AFFILIATED	being joined in close association
AFFILIATION	a social or business relationship
AFFINITY	(immunology) the attraction between an antigen and an antibody
AFFIRM	establish or strengthen as with new evidence or facts
AFFIRMATION	a statement asserting the existence or the truth of something
AFFIRMATIVE	a reply of affirmation
AFFIRMED	thoroughbred that won the triple crown in 1978
AFFIX	a linguistic element added to a word to produce an inflected or derived form
AFFIXED	firmly attached
AFFLATUS	a strong creative impulse; divine inspiration
AFFLICT	cause great unhappiness for; distress
AFFLICTED	grievously affected especially by disease
AFFLICTION	a state of great suffering and distress due to adversity
AFFLUENCE	abundant wealth
AFFLUENT	having an abundant supply of money or possessions of value
AFFORD	be able to spare or give up
AFFORDABLE	that you have the financial means for
AFFOREST	establish a forest on previously unforested land
AFFORESTATION	the conversion of bare or cultivated land into forest (originally for the purpose of hunting)
AFFRAY	a noisy fight
AFFRONT	a deliberately offensive act or something producing the effect of deliberate disrespect
AFGHAN	a blanket knitted or crocheted in strips or squares; sometimes used as a shawl
AFGHANI	an Iranian language spoken in Afghanistan and Pakistan; the official language of Afghanistan
AFGHANISTAN	a mountainous landlocked country in central Asia; bordered by Iran to the west and Russia to the north and Pakistan to the east and south
AFICIONADO	a fan of bull fighting
AFIELD	far away from home or one's usual surroundings
AFIRE	lighted up by or as by fire or flame
AFLAME	keenly excited (especially sexually) or indicating excitement
AFLOAT	borne on the water; floating
AFLUTTER	excited in anticipation
AFOOT	currently in progress
AFOREMENTIONED	being the one previously mentioned or spoken of
AFORESAID	being the one previously mentioned or spoken of
AFORETHOUGHT	with planning and intention
AFOUL	especially of a ship's lines etc
AFRAID	filled with fear or apprehension
AFRESH	again but in a new or different way
AFRICA	the second largest continent; located to the south of Europe and bordered to the west by the South Atlantic and to the east by the Indian Ocean
AFRICAN	a native or inhabitant of Africa
AFRIKAANS	an official language of the Republic of South Africa; closely related to Dutch and Flemish
AFRIKANER	a white native of Cape Province who is a descendant of Dutch settlers and who speaks Afrikaans
AFRO	a rounded thickly curled hairdo
AFT	(nautical, aeronautical) situated at or toward the stern or tail
AFTER	located farther aft
