answer	length	kind	pos	clue	selfref	display	lexname	synset
ABLUTION	8	common	noun	the ritual washing of a priest's hands or of sacred vessels	0	ablution	noun.act	00256317-n
ABLUTIONARY	11	common	adj	cleansing the body by washing; especially ritual washing of e.g. hands	0	ablutionary	adj.all	02125146-s
ABLY	4	common	adv	with competence; in a competent capable manner	0	ably	adv.all	00186658-r
ABM	3	common	noun	a defensive missile designed to shoot down incoming intercontinental ballistic missiles	0	ABM	noun.artifact	02719537-n
ABNAKI	6	common	adj	of or relating to the Abnakis or their language	1	Abnaki	adj.pert	02610006-a
ABNAKI	6	common	noun	the Algonquian language spoken by the Abnaki and Penobscot	1	Abnaki	noun.communication	06920824-n
ABNAKI	6	common	noun	a member of the Algonquian people of Maine and southern Quebec	0	Abnaki	noun.person	09665709-n
ABNAKILANGUAGE	14	common	noun	the Algonquian language spoken by the Abnaki and Penobscot	1	Abnaki language	noun.communication	06920824-n
ABNEGATE	8	common	verb	deny or renounce	0	abnegate	verb.communication	00760087-v
ABNEGATE	8	common	verb	surrender (power or a position)	0	abnegate	verb.competition	01118693-v
ABNEGATE	8	common	verb	deny oneself (something); restrain, especially from indulging in some pleasure	0	abnegate	verb.possession	02217856-v
ABNEGATION	10	common	noun	renunciation of your own interests in favor of the interests of others	0	abnegation	noun.act	00206498-n
ABNEGATION	10	common	noun	the denial and rejection of a doctrine or belief	0	abnegation	noun.communication	07219325-n
ABNEGATOR	9	common	noun	one who gives up or relinquishes or renounces something	0	abnegator	noun.person	09773964-n
ABNORMAL	8	common	adj	much greater than the normal	0	abnormal	adj.all	01537654-s
ABNORMAL	8	common	adj	not normal; not typical or usual or regular or conforming to a norm	0	abnormal	adj.all	01600178-a
ABNORMAL	8	common	adj	departing from the normal in e.g. intelligence and development	0	abnormal	adj.all	01603174-a
ABNORMALCY	10	common	noun	an abnormal physical condition resulting from defective genes or developmental deficiencies	0	abnormalcy	noun.state	14525310-n
ABNORMALITY	11	common	noun	behavior that breaches the rule or etiquette or custom or morality	0	abnormality	noun.act	00738486-n
ABNORMALITY	11	common	noun	marked strangeness as a consequence of being abnormal	0	abnormality	noun.attribute	04805434-n
ABNORMALITY	11	common	noun	retardation sufficient to fall outside the normal range of intelligence	0	abnormality	noun.cognition	05654380-n
ABNORMALITY	11	common	noun	an abnormal physical condition resulting from defective genes or developmental deficiencies	0	abnormality	noun.state	14525310-n
ABNORMALLY	10	common	adv	in an abnormal manner	0	abnormally	adv.all	00228787-r
ABNORMALPSYCHOLOGY	18	common	noun	the branch of psychology concerned with abnormal behavior	1	abnormal psychology	noun.cognition	06147210-n
ABO	3	common	noun	a dark-skinned member of a race of people living in Australia when Europeans arrived	0	Abo	noun.person	86417463-n
ABOANTIBODIES	13	common	noun	blood type antibodies	1	ABO antibodies	noun.substance	15052455-n
ABOARD	6	common	adv	on first or second or third base	0	aboard	adv.all	00251215-r
ABOARD	6	common	adv	on a ship, train, plane or other vehicle	0	aboard	adv.all	00251347-r
ABOARD	6	common	adv	part of a group	0	aboard	adv.all	00251433-r
ABOARD	6	common	adv	side by side	0	aboard	adv.all	00251525-r
ABOCCLUSION	11	common	noun	the condition in which the upper teeth do not touch the lower teeth when biting	0	abocclusion	noun.state	14077447-n
ABODE	5	common	noun	housing that someone is living in	0	abode	noun.artifact	03264208-n
ABODE	5	common	noun	any address at which you dwell more than temporarily	0	abode	noun.location	08576500-n
ABOHM	5	common	noun	a unit of resistance equal to a billionth of an ohm	0	abohm	noun.quantity	13668312-n
ABOLISH	7	common	verb	do away with	0	abolish	verb.social	02432181-v
ABOLISHABLE	11	common	adj	capable of being abolished	0	abolishable	adj.all	00741726-s
ABOLISHMENT	11	common	noun	the act of abolishing a system or practice or institution (especially abolishing slavery)	0	abolishment	noun.act	00229150-n
ABOLITION	9	common	noun	the act of abolishing a system or practice or institution (especially abolishing slavery)	0	abolition	noun.act	00229150-n
ABOLITIONARY	12	common	adj	relating to or favoring abolition, especially abolition of slavery	0	abolitionary	adj.pert	03150420-a
ABOLITIONISM	12	common	noun	the doctrine that calls for the abolition of slavery	0	abolitionism	noun.cognition	05967075-n
ABOLITIONIST	12	common	noun	a reformer who favors abolishing slavery	0	abolitionist	noun.person	09775968-n
ABOMASAL	8	common	adj	relating to the abomasum (the fourth compartment of the stomach of ruminants)	0	abomasal	adj.pert	03150563-a
ABOMASUM	8	common	noun	the fourth compartment of the stomach of a ruminant; the one where digestion takes place	0	abomasum	noun.animal	02402594-n
ABOMINABLE	10	common	adj	exceptionally bad or displeasing	0	abominable	adj.all	01130122-s
ABOMINABLE	10	common	adj	unequivocally detestable	0	abominable	adj.all	01463601-s
ABOMINABLESNOWMAN	17	common	noun	a large hairy humanoid creature said to live in the Himalayas	0	abominable snowman	noun.person	09510382-n
ABOMINABLY	10	common	adv	in a terrible manner	0	abominably	adv.all	00055639-r
ABOMINABLY	10	common	adv	in an offensive and hateful manner	0	abominably	adv.all	00311025-r
ABOMINATE	9	common	verb	find repugnant	0	abominate	verb.emotion	01778347-v
ABOMINATION	11	common	noun	an action that is vicious or vile; an action that arouses disgust or abhorrence	0	abomination	noun.act	00746729-n
ABOMINATION	11	common	noun	hate coupled with disgust	0	abomination	noun.feeling	07518669-n
ABOMINATION	11	common	noun	a person who is loathsome or disgusting	0	abomination	noun.person	09776292-n
ABOMINATOR	10	common	noun	one who hates or loathes	0	abominator	noun.person	09774111-n
ABOR	4	common	noun	little known Kamarupan languages	0	Abor	noun.communication	06946601-n
ABORAD	6	common	adv	away from the mouth or oral region	0	aborad	adv.all	00174307-r
ABORAL	6	common	adj	opposite to or away from the mouth	0	aboral	adj.all	01669927-a
ABORIGINAL	10	common	adj	having existed from the beginning; in an earliest or original stage or state	0	aboriginal	adj.all	00817158-s
ABORIGINAL	10	common	adj	characteristic of or relating to people inhabiting a region from the beginning	0	aboriginal	adj.all	01040830-a
ABORIGINAL	10	common	noun	an indigenous person who was born in a particular place	0	aboriginal	noun.person	09643964-n
ABORIGINALAUSTRALIAN	20	common	noun	the languages spoken by Australian aborigines	1	Aboriginal Australian	noun.communication	06953052-n
ABORIGINE	9	common	noun	an indigenous person who was born in a particular place	0	aborigine	noun.person	09643964-n
ABORIGINE	9	common	noun	a member of the people living in Australia when Europeans arrived	0	Aborigine	noun.person	09695957-n
ABORLANGUAGE	12	common	noun	little known Kamarupan languages	0	Abor language	noun.communication	06946601-n
ABORT	5	common	noun	the act of terminating a project or procedure before it is completed	0	abort	noun.act	00035660-n
ABORT	5	common	verb	terminate a pregnancy by undergoing an abortion	0	abort	verb.body	00059670-v
ABORT	5	common	verb	cease development, die, and be aborted	1	abort	verb.body	00059834-v
ABORT	5	common	verb	terminate before completion	0	abort	verb.change	00354493-v
ABORTICIDE	10	common	noun	the act of destroying a fetus	0	aborticide	noun.act	00232182-n
ABORTICIDE	10	common	noun	a drug (or other chemical agent) that causes abortion	0	aborticide	noun.artifact	02670536-n
ABORTIFACIENT	13	common	adj	causing abortion	0	abortifacient	adj.all	00323742-s
ABORTIFACIENT	13	common	noun	a drug (or other chemical agent) that causes abortion	0	abortifacient	noun.artifact	02670536-n
ABORTION	8	common	noun	termination of pregnancy	0	abortion	noun.act	00231191-n
ABORTION	8	common	noun	failure of a plan	0	abortion	noun.event	07334252-n
ABORTIONINDUCINGDRUG	20	common	noun	a drug (or other chemical agent) that causes abortion	1	abortion-inducing drug	noun.artifact	02670536-n
ABORTIONIST	11	common	noun	a person (who should be a doctor) who terminates pregnancies	0	abortionist	noun.person	09776506-n
ABORTIVE	8	common	adj	failing to accomplish an intended result	0	abortive	adj.all	01086402-s
ABORTIVELY	10	common	adv	in an unfruitful manner	0	abortively	adv.all	00265906-r
ABORTUS	7	common	noun	a human fetus whose weight is less than 0.5 kilogram when removed or expelled from the mother's body	0	abortus	noun.animal	01462944-n
ABOULIA	7	common	noun	a loss of will power	0	aboulia	noun.state	14049648-n
ABOULIC	7	common	adj	suffering from abulia; showing abnormal inability to act or make decisions	0	aboulic	adj.all	01587894-s
ABOUND	6	common	verb	be abundant or plentiful; exist in large quantities	0	abound	verb.stative	02721154-v
ABOUND	6	common	verb	be in a state of movement or action	0	abound	verb.stative	02721470-v
ABOUNDIN	8	common	verb	exist in large quantity	0	abound in	verb.stative	02721798-v
ABOUNDING	9	common	adj	existing in abundance	0	abounding	adj.all	00014377-s
ABOUT	5	common	adv	(of quantities) imprecise but fairly close to correct	0	about	adv.all	00007414-r
ABOUT	5	common	adj	on the move	0	about	adj.all	00032471-s
ABOUT	5	common	adv	in the area or vicinity	0	about	adv.all	00071565-r
ABOUT	5	common	adv	all around or on all sides	0	about	adv.all	00072240-r
ABOUT	5	common	adv	in or to a reversed position or direction	0	about	adv.all	00072601-r
ABOUT	5	common	adv	used of movement to or among many different places or in no particular direction	0	about	adv.all	00072729-r
ABOUT	5	common	adv	(of actions or states) slightly short of or not quite accomplished; all but	0	about	adv.all	00073433-r
ABOUT	5	common	adv	in rotation or succession	0	about	adv.all	00359910-r
ABOUTFACE	9	common	noun	a major change in attitude or principle or point of view	0	about-face	noun.act	00164227-n
ABOUTFACE	9	common	noun	act of pivoting 180 degrees, especially in a military formation	0	about-face	noun.act	00347762-n
ABOUTFACE	9	common	verb	change one's mind and assume the opposite viewpoint	0	about-face	verb.cognition	00690810-v
ABOUTFACE	9	common	verb	turn, usually 180 degrees	0	about-face	verb.motion	01913035-v
ABOUTTURN	9	common	noun	act of pivoting 180 degrees, especially in a military formation	0	about turn	noun.act	00347762-n
ABOVE	5	common	adv	(in writing) at an earlier place	0	above	adv.all	00080266-r
ABOVE	5	common	adv	in or to a place that is higher	0	above	adv.all	00080519-r
ABOVE	5	common	adj	appearing earlier in the same text	0	above	adj.all	00126865-s
ABOVE	5	common	noun	an earlier section of a written text	0	above	noun.communication	06404303-n
ABOVEALL	8	common	adv	above and beyond all other consideration	1	above all	adv.all	00151729-r
ABOVEALL	8	common	adv	taking everything together	0	above all	adv.all	00159313-r
ABOVEBOARD	10	common	adv	in an honest manner	0	aboveboard	adv.all	00315777-r
ABOVEBOARD	10	common	adj	without concealment or deception; honest	0	aboveboard	adj.all	02326406-s
ABOVEGROUND	11	common	adj	on or above the surface of the ground	0	aboveground	adj.all	02480739-s
ABOVEMENTIONED	14	common	adj	mentioned or named earlier in the same text	1	above-mentioned	adj.all	00126988-s
ABOVENAMED	10	common	adj	mentioned or named earlier in the same text	1	above-named	adj.all	00126988-s
ABRACADABRA	11	common	noun	gibberish and nonsense	0	abracadabra	noun.communication	06622416-n
ABRACHIA	8	common	noun	the condition of having no arms	0	abrachia	noun.state	14489842-n
ABRADANT	8	common	noun	a tool or machine used for wearing down or smoothing or polishing	0	abradant	noun.artifact	02671023-n
ABRADANT	8	common	noun	a substance that abrades or wears down	0	abradant	noun.substance	14823414-n
ABRADE	6	common	verb	rub hard or scrub	0	abrade	verb.contact	01254215-v
ABRADE	6	common	verb	wear away	0	abrade	verb.contact	01256577-v
ABRADER	7	common	noun	a tool or machine used for wearing down or smoothing or polishing	0	abrader	noun.artifact	02671023-n
ABRADINGSTONE	13	common	noun	a primitive stone artifact (usually made of sandstone) used as an abrader	1	abrading stone	noun.artifact	02671243-n
ABRAHAMSBOSOM	13	common	noun	the place where the just enjoy the peace of heaven after death	0	Abraham's bosom	noun.cognition	05635814-n
ABRAHAMSTOKER	13	name	noun	Irish writer of the horror novel about Dracula (1847-1912)	0	Abraham Stoker	noun.person	11338819-n
ABRAMIS	7	name	noun	European fishes	0	Abramis	noun.animal	01442985-n
ABRAMISBRAMA	12	common	noun	European freshwater fish having a flattened body and silvery scales; of little value as food	0	Abramis brama	noun.animal	01443108-n
ABRANCHIAL	10	common	adj	having no gills	0	abranchial	adj.all	01110787-a
ABRANCHIATE	11	common	adj	having no gills	0	abranchiate	adj.all	01110787-a
ABRANCHIOUS	11	common	adj	having no gills	0	abranchious	adj.all	01110787-a
ABRASE	6	common	verb	wear away	0	abrase	verb.contact	01256577-v
ABRASION	8	common	noun	the wearing down of rock particles by friction due to water or wind or ice	0	abrasion	noun.phenomenon	11480462-n
ABRASION	8	common	noun	erosion by friction	0	abrasion	noun.process	13444788-n
ABRASION	8	common	noun	an abraded area where the skin is torn or worn off	0	abrasion	noun.state	14310051-n
ABRASIVE	8	common	adj	sharply disagreeable; rigorous	0	abrasive	adj.all	00091073-s
ABRASIVE	8	common	adj	causing abrasion	0	abrasive	adj.all	02247033-s
ABRASIVE	8	common	noun	a substance that abrades or wears down	0	abrasive	noun.substance	14823414-n
ABRASIVEMATERIAL	16	common	noun	a substance that abrades or wears down	0	abrasive material	noun.substance	14823414-n
ABRASIVENESS	12	common	noun	the quality of being sharply disagreeable	0	abrasiveness	noun.attribute	04787389-n
ABRASIVENESS	12	common	noun	the roughness of a substance that causes abrasions	0	abrasiveness	noun.attribute	04956243-n
ABREACT	7	common	verb	discharge bad feelings or tension through verbalization	0	abreact	verb.emotion	01819438-v
ABREACTION	10	common	noun	(psychoanalysis) purging of emotional tensions	0	abreaction	noun.act	00254262-n
ABREAST	7	common	adv	alongside each other, facing in the same direction	0	abreast	adv.all	00251953-r
ABREAST	7	common	adj	being up to particular standard or level especially in being up to date in knowledge	0	abreast	adj.all	01309600-s
ABRIDGE	7	common	verb	lessen, diminish, or curtail	0	abridge	verb.change	00237729-v
ABRIDGE	7	common	verb	reduce in scope while retaining essential elements	0	abridge	verb.change	00244786-v
ABRIDGED	8	common	adj	(used of texts) shortened by condensing or rewriting	0	abridged	adj.all	00004412-a
ABRIDGEMENT	11	common	noun	a shortened version of a written work	0	abridgement	noun.communication	06479794-n
ABRIDGER	8	common	noun	one who shortens or abridges or condenses a written work	1	abridger	noun.person	09774238-n
ABRIDGMENT	10	common	noun	a shortened version of a written work	0	abridgment	noun.communication	06479794-n
